id;weave_title;max_ar;ideal_ar;min_ar;date_uploaded;last_edited;tutorial_articles;other_articles;tags
349;Persian Conduit;;5.5|3.0;;April 14, 2004, 6:55 am;August 16, 2011, 8:57 pm;;;Persian||Chain||Scaled||Modification
35;Frogs Eggs / Offset Box;;5.0;;October 22, 2006, 11:09 pm;August 3, 2011, 3:15 pm;;;European||Chain||Variant
350;Half Persian 10 in 1;;13.5;;March 13, 2004, 8:20 pm;May 6, 2018, 9:23 am;;"Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]";Persian||Chain||Progression||Variant
351;Persian Twist;;7.0;;March 14, 2004, 7:08 pm;August 5, 2011, 7:17 pm;;;European||Persian||Chain||Spiral||Variant
352;Elfsheet Roundmaille;;5.2;;December 10, 2006, 7:48 am;August 4, 2011, 9:10 pm;Elfsheet;;European||Chain||Variant||Mobius
353;Celtic Visions Pentagon Sheet;;5.0|4.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;March 14, 2004, 7:06 pm;June 13, 2019, 8:46 am;;;European||Japanese||Sheet||Radial||Variant||Helm
354;Wyrm Skin;;6.0|3.5;;March 15, 2004, 5:31 pm;August 8, 2011, 9:22 pm;;;European||Japanese||Sheet||Variant||Helm
355;Furby Flowers;;3.5;;April 22, 2004, 7:47 pm;August 5, 2011, 6:52 pm;Furby Flowers (CGI);;European||Chain||Variant||Rhino
356;European 7 in 1;;7.5;;October 22, 2006, 11:03 pm;August 3, 2011, 3:02 pm;;;European||Sheet||Biased||Progression||Variant
357;Origami Sheet;;6.0|2.3;;December 9, 2006, 4:53 pm;August 2, 2011, 7:59 pm;;;Japanese||Sheet||Variant
358;Conundrum;;4.0|6.4;3.2|5.4|6.3;May 3, 2008, 3:42 am;September 1, 2018, 3:30 pm;Conundrum||Helm Chain + Variants (CGI);;European||Japanese||Sheet||Variant||Helm
359;Conundrum 2;;4.2|6.6;;May 3, 2008, 3:43 am;December 3, 2018, 1:51 am;Helm Chain + Variants (CGI);;European||Japanese||Sheet||Modification||Helm
36;Japanese 5 in 1;;3.7|5.0;2.0|2.7;November 12, 2006, 3:20 am;August 9, 2019, 1:43 am;;Japanese Balls [Patterns,Sculpture,Japanese,Ornamental]||The Tessellation Theory of Japanese Weaves [Japanese,Weave Theory,Theory];Japanese||Sheet||Progression||Variant
360;Half Persian 4 in 1 Sheet 8;;9.1;;December 9, 2006, 9:51 pm;November 30, 2018, 4:54 pm;;;Persian||Sheet||Progression||Variant
361;Trees;;4.3;4.1;April 15, 2004, 5:40 am;July 21, 2013, 2:03 am;;;European||Chain||Variant
362;Tower of Scales;;;;December 15, 2004, 5:35 am;August 1, 2011, 9:42 pm;;;Persian||Chain||NSR||Modification
363;Bird Flock;;8.0;;September 30, 2008, 10:28 am;August 4, 2011, 2:37 pm;;;Persian||Unit||Variant
364;Orbital;;5.7;5.5;October 8, 2007, 6:28 pm;September 29, 2018, 9:50 pm;Creating an Orbital (Animated GIF)||Orbitals (Ex-CGMaille Tutorial);Captive/Orbital Rings [Orbital/Captive];Japanese||Chain||Orbital||Modification
365;Standing Scale;;9.0|8.5|6.6;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 15, 2004, 5:35 am;August 3, 2011, 5:08 pm;;;European||Sheet||Scaled||Modification||Helm
366;Cobra / Hinge;;4.6;;February 26, 2005, 8:11 pm;August 4, 2011, 9:06 pm;Cobra / Hinge;;European||Sheet||Variant||Mobius
367;Celtic Visions Web;;6.3|4.7|3.9;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;November 11, 2006, 5:53 am;April 22, 2019, 12:10 pm;;;European||Japanese||Sheet||Web||Radial||Variant||Helm
368;Mystic Maille;;6.0;;April 29, 2004, 3:58 am;August 1, 2011, 9:15 pm;;;Persian||Sheet||Variant
369;BrianStar;;6.5;;September 30, 2008, 10:18 am;August 4, 2011, 2:41 pm;;;Japanese||3D||Variant
37;Japanese 3 in 1 Pentagonal;;5.5|7.0;2.0|2.2;November 12, 2006, 4:59 am;August 9, 2019, 1:45 am;;;Japanese||Sheet||Web||Variant
370;Queen's Maille;;;;April 30, 2004, 5:33 am;August 3, 2011, 4:34 pm;;;European||Sheet||Kinged||Modification
371;Star Ball;;4.0|5.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 30, 2008, 10:08 am;August 5, 2011, 5:18 pm;;;European||Unit||Modification
372;Jens Pind Linkage 5;5.3;4.9;4.6;August 18, 2009, 9:10 pm;May 3, 2016, 1:41 pm;Jens Pind Linkage 5||Jens Pind Linkage 5 (CGI)||Joining Jens Pind Linkage 5 (JPL5);Jens Pind Linkage 5 (JPL5) AR Comparison [Persian,Spiral Weaves,Weave Theory,Theory];Persian||Chain||Spiral||Progression||Variant||Mobius
373;Captive Turkish Round;;4.2;3.8;May 16, 2004, 1:42 pm;February 8, 2016, 4:55 pm;;;European||Chain||Captive||Modification
374;Rhino Train;;3.5;;July 15, 2004, 10:39 pm;June 17, 2011, 4:36 pm;;;European||Chain||Modification||Rhino
375;Airplane;;4.8|4.0|3.3;;September 30, 2008, 10:10 am;November 17, 2011, 3:57 pm;Airplane;;European||Persian||Japanese||Unit||Variant||Helm
376;Strange Round;;4.8|4.0;;September 27, 2004, 7:56 am;November 17, 2011, 4:03 pm;;;European||Japanese||Chain||Variant
377;Elephant Head;;6.1|5.2;;September 30, 2008, 10:32 am;November 18, 2011, 7:12 pm;;;European||Japanese||Unit||Variant
378;Strange Sheet;;6.1|5.2;;March 21, 2009, 5:15 pm;November 18, 2011, 7:11 pm;;;European||Japanese||Sheet||Variant
379;Airplane Sheet;;6.0|5.2|4.2;;August 2, 2005, 7:48 am;November 18, 2011, 7:09 pm;;;European||Persian||Japanese||Sheet||Radial||Variant||Helm
38;Half Persian Double Spiral;;6.0;;November 8, 2006, 5:00 pm;August 2, 2011, 8:24 pm;;;Persian||Chain||Spiral||Variant
380;One Hour Less Sleep Forwards and Backwards;;6.4;;December 9, 2006, 10:22 pm;August 2, 2011, 5:19 pm;One Hour Less Sleep Backwards (CGI);;European||Persian||Chain||Variant||Helm
381;Cobra / Hinge Round;;5.6;;February 27, 2005, 11:17 pm;August 4, 2011, 9:06 pm;Cobra / Hinge Round;;European||Chain||Variant||Mobius
382;Triple Maille;;5.0;;June 18, 2004, 6:21 pm;August 3, 2011, 5:14 pm;;;European||Sheet||Modification
383;Faceted Half Persian 3 in 1;;4.5;;October 24, 2006, 2:59 am;July 29, 2011, 5:42 pm;;;Persian||Chain||Variant
384;McCaird's Not Tao 3 Chain;;4.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;January 27, 2008, 7:50 am;August 2, 2011, 7:53 pm;;;Japanese||Chain||Variant||Helm
385;Persiantine Web Square Cube;;4.4|6.1;4.4|6.1;May 24, 2008, 10:30 pm;July 31, 2019, 3:56 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";European||Persian||3D||Variant
386;Persiantine Web Square;;4.4|6.1;4.4|6.1;May 24, 2008, 10:33 pm;August 1, 2011, 9:30 pm;;;European||Persian||Sheet||Web||Variant
387;Star of Darren;;4.6|3.1;;March 20, 2010, 10:54 pm;January 10, 2016, 9:32 pm;;;Japanese||Sheet||Radial||Modification
388;King Byzantine;;5.7;;July 23, 2004, 5:08 am;August 3, 2011, 3:55 pm;;;European||Chain||Kinged||Modification
389;Not Tao 4;;5.2|4.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 30, 2008, 10:41 am;October 15, 2019, 2:23 am;;Reinforced Weaves [European,Persian,Weave Theory];Japanese||Unit||Progression||Variant||Helm
39;Dragon Japanese 4 in 1;;5.5|3.5;;November 12, 2006, 3:24 am;August 2, 2011, 6:59 pm;;;Japanese||Sheet||Modification
390;Triskele Web;;6.0|4.0;;July 27, 2004, 3:55 am;August 8, 2011, 8:35 pm;;;Japanese||Sheet||Web||Radial||Modification
391;Not Tao 4 Chain;;5.0|4.0|5.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;November 11, 2006, 7:19 pm;October 15, 2019, 2:27 am;;;European||Japanese||Band||Variant||Helm
392;Kith's Pet Dragon;;6.0|4.0;;August 6, 2004, 5:07 pm;August 1, 2011, 9:07 pm;;;European||Sheet||Variant||Helm||Rhino
393;Chaotic Helix;;6.3;;August 17, 2004, 3:29 pm;July 22, 2013, 7:10 pm;;;Chain||Spiral||Variant||Mobius
394;Beez Stew;;4.2;;August 17, 2004, 3:29 pm;February 6, 2012, 7:54 pm;;;European||Band||Variant
395;Voodoo Net;;4.2|2.1;;August 17, 2004, 2:52 pm;May 23, 2013, 2:32 pm;The Tessellation Theory of the Voodoo Weaves;;Sheet||Web||Variant||Mage||Mobius
396;Voodoo Sunburst (Hizashi2 (Open));;5.4|2.7;;August 17, 2004, 2:51 pm;May 23, 2013, 2:32 pm;The Tessellation Theory of the Voodoo Weaves;;Sheet||Web||Radial||Variant||Mage||Mobius
397;Jack's Weave-o-Fun;;4.8|3.2|6.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;November 12, 2006, 4:55 am;August 2, 2011, 7:20 pm;;;Japanese||Sheet||Variant
398;Three Quarters Persian Base 6 Flowers Sheet;;6.5;;December 9, 2006, 10:25 pm;October 22, 2019, 5:36 pm;Three Quarters Persian Base 6 Flower and (Flowers Sheet);;Persian||Sheet||Radial||Variant
399;Dinosaur Spine;;;;October 22, 2006, 10:43 pm;August 2, 2011, 8:50 pm;;;European||Chain||Inverted||Variant
4;Japanese 5 in 1 (3.3.4.3.4);;7.3|3.0;;November 8, 2002, 2:37 am;August 2, 2011, 7:37 pm;;;Japanese||Sheet||Progression||Alpha
40;Three Quarters Persian Sheet 6 in 1;;5.5;5.0;December 3, 2006, 4:37 pm;December 15, 2015, 2:13 pm;Three Quarters Persian Sheet 6 in 1;"Advanced Maille Basketry [Sculpture]||Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]";Persian||Sheet||Variant
400;Gracelock Large Lattice;;6.5;;February 26, 2005, 11:14 pm;August 3, 2011, 3:19 pm;;;European||Sheet||Inverted||Modification
401;Loose Inverted Semi Orbital Zig Zag;;6.5;;October 23, 2006, 12:12 am;August 3, 2011, 4:05 pm;;;European||Chain||Inverted||Variant
402;Locked Spiraling Jacob's Ladder;;6.5|5.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;October 23, 2006, 12:06 am;October 1, 2011, 9:07 am;;;European||Chain||Spiral||Inverted||Variant
403;Thick Stacked Spiral;;5.6;;February 26, 2005, 10:33 pm;August 11, 2011, 9:07 pm;;;Chain||Spiral||Variant||Mobius
404;Gracelock Lattice Sheet;;6.5;;February 26, 2005, 10:34 pm;August 3, 2011, 3:19 pm;;;European||Sheet||Inverted||Variant
405;Double Flower Cross Weave;;6.5;;February 26, 2005, 10:35 pm;August 5, 2011, 6:32 pm;;;Japanese||Sheet||Mobized||Variant
406;Double Flower Unit Japanese Web;;6.5;;November 12, 2006, 3:22 am;August 2, 2011, 6:56 pm;;;Japanese||Sheet||Radial||Mobized||Modification
407;Locked Box Spiral;;4.5;;February 26, 2005, 10:35 pm;April 1, 2011, 7:06 pm;;;European||Chain||Spiral||Variant
408;Viking Square Sheet;;5.5;;December 10, 2006, 8:05 am;August 3, 2011, 5:27 pm;;;European||Sheet||Variant
409;Double European Slant Ways;;5.0;;October 22, 2006, 10:48 pm;August 2, 2011, 8:53 pm;;;European||Sheet||Variant
41;Cluster 4-1;;4.1|4.7;;November 11, 2006, 5:55 am;August 2, 2011, 6:53 pm;;;European||Japanese||Sheet||Variant||Helm
410;Spiral Wavy Sheet;;6.0;;February 26, 2005, 10:25 pm;August 11, 2011, 9:06 pm;;;Sheet||Spiral||Variant||Mobius
411;Oops 4 in 1 Round Maille;;4.5;;October 23, 2006, 1:13 am;August 3, 2011, 4:13 pm;;;European||Chain||Unbalanced||Variant
412;Oops 4 in 1 Box Maille;;5.5;;October 23, 2006, 1:12 am;August 3, 2011, 4:13 pm;;;European||Chain||Unbalanced||Variant
413;Shaggy Loops;;2.6;;June 8, 2009, 4:16 am;October 4, 2013, 12:32 am;Shaggy Loops (CGI);;Japanese||Chain||Shaggy||Modification||Mage
414;Hawkskaede;;4.6;;September 21, 2004, 3:39 am;August 1, 2011, 8:49 pm;;;Persian||Chain||Variant
415;Japanese 8 in 1 / 4 in 1;;5.0;;December 9, 2006, 4:49 pm;August 2, 2011, 7:39 pm;;;Japanese||Sheet||Modification
416;Ziggurat;;4.0;;October 8, 2004, 9:01 pm;August 3, 2011, 5:44 pm;;;European||3D||Modification
417;Japanese Star;;6.0|5.0|8.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 4, 2004, 2:16 am;August 2, 2011, 7:49 pm;;;Japanese||Sheet||Mobized||Modification
418;Square Orbital Sheet;;6.5;;February 26, 2005, 10:23 pm;August 16, 2011, 9:02 pm;;;Japanese||Sheet||Orbital||Variant
419;Sheet 1 on 1 European 4 in 1 Style;;5.0|6.0;;December 10, 2006, 7:55 am;August 3, 2011, 4:56 pm;;;European||Sheet||Berus||Variant
42;European 3 in 1 Web;;4.5;;October 22, 2006, 10:57 pm;August 3, 2011, 2:57 pm;;;European||Sheet||Web||Modification
420;Folded Spiral Sheet Base 4;;5.0;;December 14, 2005, 5:57 am;August 9, 2011, 9:30 pm;;;European||Sheet||Spiral||Progression||Variant||Mobius
421;Square Corduroy Lattice;;5.0|4.2;;December 10, 2006, 6:40 pm;August 3, 2011, 5:00 pm;;;European||Sheet||Web||Inverted||Variant||Helm
422;GSG Opposing Zig Zag Strip;;6.5;;May 12, 2010, 2:51 am;July 29, 2011, 6:29 pm;;;Persian||Chain||Biased||Modification
423;Johnson Solid Steel Balls;;6.8;6.7;October 3, 2009, 12:02 am;September 22, 2018, 8:13 pm;;;Japanese||Unit||3D||Orbital||Variant
424;Folded Spiral Sheet Base 3;;5.5;;December 14, 2005, 5:56 am;August 9, 2011, 9:30 pm;;;European||Sheet||Spiral||Variant||Mobius
425;Japanese 3 in 1 Rosemaille;;2.4|2.7;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;November 11, 2006, 7:09 pm;January 9, 2016, 5:46 pm;;;European||Japanese||Sheet||Web||Radial||Modification
426;Hour Glass Unit;;7.7;6.6;October 2, 2009, 11:56 pm;November 2, 2018, 8:58 am;Hour Glass Unit||Hourglass Dodecahedron||Hourglass Tutorial;;European||Japanese||Unit||Orbital||Alpha
427;Hour Glass Web;;7.7;;February 26, 2005, 10:14 pm;August 16, 2011, 3:12 pm;;;European||Japanese||Sheet||Web||Radial||Orbital||Variant
428;Hour Glass Cross;;7.7;;February 26, 2005, 10:14 pm;February 20, 2018, 4:27 am;;;European||Japanese||Unit||Orbital||Variant
429;Hour Glass Napkin Ring;;7.7;;February 26, 2005, 10:13 pm;December 31, 2017, 3:59 pm;;;European||Japanese||Unit||Radial||Orbital||Variant
43;Japanese 5/3 Base Unit;;2.2;;September 30, 2008, 10:12 am;April 21, 2018, 9:00 pm;;;Japanese||Unit||Modification
430;Cheese Grater;;3.5;;February 26, 2005, 7:18 am;August 2, 2011, 8:47 pm;;;European||Japanese||Sheet||Variant||Rhino
431;Hour Glass Flat Flower Ball;;7.7;;February 26, 2005, 7:18 am;September 22, 2018, 4:19 pm;;;European||Japanese||Unit||3D||Orbital||Variant
432;Hour Glass Full Flower Ball;;7.7;;November 10, 2006, 4:42 pm;August 8, 2011, 9:26 pm;;;European||Japanese||3D||Variant
433;Cuboctahedron Atomic Bomb;;7.7;;September 30, 2008, 10:19 am;March 30, 2018, 10:29 pm;;;Japanese||Unit||3D||Variant
434;Reverse Tao Flower;;6.0;;September 30, 2008, 10:22 am;August 5, 2011, 4:45 pm;;;European||Japanese||Unit||Variant
435;Babel;;4.0;;September 30, 2008, 9:57 am;August 4, 2011, 2:04 pm;;;European||3D||Modification
436;Ribbed Half Persian 3 in 1;;4.0;;December 9, 2006, 10:31 pm;August 1, 2011, 9:32 pm;;;Persian||Sheet||Modification
437;;;;;;;;;
438;Dreadlock;;4.8;;November 26, 2004, 3:17 pm;July 2, 2013, 5:49 am;;;Chain||Variant||Mobius
439;Jens Pind Linkage 4;;4.0;;November 26, 2004, 3:17 pm;September 2, 2013, 4:38 am;;;Persian||Chain||Spiral||Progression||Variant||Mobius
44;Full Persian 6 in 1;;5.5;4.8;January 7, 2010, 9:47 pm;April 13, 2020, 5:40 pm;Full Persian 6 in 1 (CGI)||Modifications of Persian Weaves||Joining Full Persian 6 in 1 (CGI)||Splitting Full Persian 6 in 1 into 2 Chains||Full Persian Split (Ex-CGMaille Tutorial)||Full Persian 6 in 1 (from CGMaille) (Ex-CGMaille Tutorial)||Full Persian 6 in 1 (Alternative);"Full Persian 6 in 1 Split Hearts [Jewellery,Persian]||Making a Full Persian 6 in 1/ 6 in 1 Grizzly Cross [Jewellery,Persian,Pendant]||Full Persian Variations [Persian,Weave Theory,Theory]||Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]||Understanding the Persian Family [Persian,Connections,Weave Theory,Theory]||Reinforced Weaves [European,Persian,Weave Theory]||Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Alpha||Beginner
440;Stacked Spiral;;6.3;;April 14, 2009, 2:49 pm;August 11, 2011, 9:07 pm;;;Chain||Spiral||Variant||Mobius
441;Celtic Visions Sheet 2;;5.0|3.0;;November 11, 2006, 5:51 am;July 21, 2011, 4:57 pm;;;European||Japanese||Sheet||Variant||Helm
442;Princemaille;;4.0;;October 23, 2006, 1:19 am;August 3, 2011, 4:33 pm;;;European||Sheet||Kinged||Modification
443;Princemaille Reversed;;4.0;;October 23, 2006, 1:20 am;August 3, 2011, 4:33 pm;;;European||Sheet||Kinged||Modification
444;Persian Twist 2;;;;November 13, 2006, 3:32 am;August 5, 2011, 7:18 pm;;;European||Chain||Spiral||Variant
445;Turkish Orbital;;6.6;;March 27, 2009, 1:43 am;July 7, 2014, 9:34 pm;Turkish Orbital (Ex-CGMaille Tutorial);;European||Chain||Orbital||Variant
446;;;;;;;;;
447;SLEB;;3.2;;March 20, 2010, 10:58 pm;August 2, 2011, 8:02 pm;;;Japanese||Chain||Shaggy||Variant
448;Half Persian 3 in 1 and 1;;5.0;;February 25, 2007, 2:13 am;July 29, 2011, 6:55 pm;;;Persian||Chain||Variant
449;Dragonlock;;4.0|6.0;;March 2, 2005, 12:57 am;August 2, 2011, 8:57 pm;Dragonlock;;European||Sheet||Inverted||Scaled||Variant||Helm
45;Full Persian 6 in 1 Grizzly;;6.8;6.2;February 8, 2008, 1:14 am;July 31, 2019, 3:54 pm;Full Persian 6 in 1 Grizzly (CGI);"Full Persian Variations [Persian,Weave Theory,Theory]||Making a Full Persian 6 in 1/ 6 in 1 Grizzly Cross [Jewellery,Persian,Pendant]||Understanding the Persian Family [Persian,Connections,Weave Theory,Theory]||Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
450;2Di;;6.5;;October 8, 2007, 6:26 pm;August 26, 2011, 2:11 am;;;Japanese||Chain||Variant
451;2Di Spiraled;;6.5;;February 7, 2005, 5:52 am;August 26, 2011, 2:13 am;;;Japanese||Chain||Spiral||Variant
452;Snowflake Small;;5.0|9.0;;September 30, 2008, 10:43 am;August 5, 2011, 5:04 pm;;;European||Japanese||Unit||Inverted||Variant||Helm
453;Half Persian 3 in 1 Flip;;4.2;3.0;December 9, 2006, 9:49 pm;April 10, 2019, 10:26 pm;Half Persian 3 in 1 Flip||Cloudy Day Tutorial;Understanding the Persian Family [Persian,Connections,Weave Theory,Theory];Persian||Chain||Variant
454;Ate Too Much Persian;;5.0;;February 13, 2005, 8:51 pm;July 29, 2011, 5:09 pm;;;Persian||Chain||Variant
455;Dragon Roses;;10.0|6.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;November 11, 2006, 6:46 pm;February 6, 2012, 8:06 pm;;;European||Sheet||Band||Mobized||Modification||Helm
456;Interwoven 4 in 1;;4.5;4.2;August 6, 2009, 3:42 pm;July 7, 2014, 9:44 pm;Joining Half Persian 3 Sheet 6 in 1 using Interwoven 4 in 1 (Ex-CGMaille Tutorial)||Interwoven 4 in 1 seam (Ex-CGMaille Tutorial)||Interwoven 4 in 1 with stretchy rings (chain) (Ex-CGMaille Tutorial)||Interwoven 4 in 1 (Chain) (Ex-CGMaille Tutorial);;European||Persian||Band||Variant
457;Interwoven 4 in 1 Sheet;;5.0;4.2;May 14, 2010, 2:02 am;July 7, 2014, 9:43 pm;Interwoven 4 in 1 with stretchy rings (sheet) (Ex-CGMaille Tutorial)||Interwoven 4 in 1 (sheet) (Ex-CGMaille Tutorial);;European||Persian||Sheet||Variant
458;European 4 in 1/ 5 in 1;;4.0;;October 22, 2006, 10:58 pm;August 3, 2011, 2:59 pm;;;European||Chain||Variant
459;Triple Half Persian 4 in 1;;9.9;;March 16, 2007, 5:26 pm;December 20, 2015, 9:51 pm;;;Persian||Chain||Modification
46;One Hour Less Sleep;;6.6;5.5;May 24, 2008, 10:39 pm;July 31, 2019, 7:37 pm;One Hour Less Sleep (CGI)||One Hour Less Sleep Variant A (CGI);"Full Persian Variations [Persian,Weave Theory,Theory]||Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";European||Persian||Chain||Alpha||Variant||Helm
460;Fluttering Lepidoptera Chain;;6.0|2.5;;February 26, 2005, 7:15 am;August 5, 2011, 6:39 pm;;;European||Japanese||Chain||Variant
461;Hodo;;4.2|4.0|5.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;February 19, 2005, 1:55 am;May 3, 2012, 7:35 pm;;;Japanese||Sheet||Band||Modification
462;Japanese Bullseye;;3.7|3.5|4.0|4.4;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;February 19, 2005, 1:55 am;May 3, 2013, 2:27 am;;Japanese Bullseye Link Sizes [Miscellaneous,Japanese,Mail Math];Japanese||Chain||Alpha
463;Japanese Bullseye 4 in 1 Sheet;;3.7|3.5|4.0|4.4;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 9, 2006, 4:50 pm;August 2, 2011, 7:44 pm;;;Japanese||Sheet||Web||Variant
464;Helm Chain;;3.6|5.9;;June 8, 2009, 3:53 am;October 12, 2019, 6:12 pm;Helm Chain The Easy Way||Helm Chain (Parallel Chain) (CGI)||Helm Chain + Variants (CGI)||Helm Chain (Ex-CGMaille Tutorial)||Joining Helm Chain (Ex-CGMaille Tutorial);Helm Sphere Tutorial [Patterns,Ornamental];European||Chain||Alpha||Beginner||Helm
465;Stella Spiral;;5.6;;October 1, 2005, 6:15 am;August 26, 2011, 2:16 am;;;Japanese||Chain||Variant
466;Tiffany;;4.7;;February 27, 2005, 4:10 am;July 7, 2014, 9:36 pm;Tiffany (Ex-CGMaille Tutorial);;European||Sheet||Variant||Mobius
467;Twisted Hoodoo Chain;;3.3;;April 1, 2005, 2:23 am;May 23, 2013, 2:28 pm;;;Chain||Spiral||Variant||Mage||Mobius
468;Facing Three Quarters Persian;;5.0;;October 24, 2006, 3:03 am;July 29, 2011, 5:44 pm;;;Persian||Chain||Variant
469;Gridlock Byzantine;;3.7;3.5;July 18, 2009, 2:59 pm;October 1, 2019, 10:18 am;Gridlock Byzantine||Gridlock Byzantine (CGI);;European||Band||Inverted||Variant
47;Full Persian 6 in 1 Gridlock;;5.8;5.0;November 28, 2002, 2:28 am;July 31, 2019, 7:42 pm;;"Full Persian Variations [Persian,Weave Theory,Theory]||Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant||Helm
470;Louhi;;3.1;;June 8, 2009, 3:57 am;February 6, 2012, 8:13 pm;Louhi (CGI);;European||Band||Inverted||Variant
471;Vipera Berus;;3.3;;June 8, 2009, 4:11 am;June 13, 2015, 11:57 pm;Vipera Berus (CGI);Elfweave with a Border [European,Connections];European||Chain||Berus||Alpha
472;Vipera Berus 4 in 1;;3.1;;June 8, 2009, 4:08 am;February 6, 2012, 8:46 pm;Vipera Berus 4 in 1 (CGI);;European||Band||Berus||Modification
473;Vipera Berus Sheet;;4.0;;October 24, 2006, 4:17 pm;August 3, 2011, 5:29 pm;"Vipera Berus Sheet (CGI; Flat Wire Rings)";;European||Sheet||Berus||Variant
474;Slow Worm;;3.1|5.5;;October 24, 2006, 4:05 pm;October 1, 2011, 8:50 am;;;Persian||Chain||Berus||Variant
475;Winterwar Sheet;;5.1|3.8;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;November 13, 2006, 4:38 am;October 4, 2019, 11:47 pm;;;European||Persian||Sheet||Berus||Modification
476;Paddle Wheel Chain;;5.8|4.6;;November 13, 2006, 3:31 am;August 2, 2011, 8:00 pm;;;European||Chain||Kinged||Scaled||Modification||Helm
477;Vaskitsa;;6.0|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;March 23, 2005, 11:00 pm;October 29, 2011, 10:46 pm;;;Persian||Chain||Berus||Modification
478;Vipera Berus Full Persian 6 in 1;;6.4|4.4;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 9, 2006, 4:59 pm;August 1, 2011, 9:48 pm;;;Persian||Chain||Berus||Modification
479;Vipera Berus Half Persian 3 in 1;;6.0|4.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 9, 2006, 4:58 pm;August 1, 2011, 8:52 pm;;;Persian||Chain||Berus||Modification
48;One and a Half Persian;;5.4;4.8;November 28, 2002, 2:28 am;October 10, 2019, 1:15 pm;One and a Half Persian (Apollo) and Soyuz Tutorial;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";European||Persian||Chain||Variant
480;Wyrmscale;;9.9|7.4;;March 23, 2005, 11:00 pm;September 1, 2018, 3:23 pm;;;European||Sheet||Scaled||Variant||Helm
481;Hiien Hirvi;;6.0|4.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 9, 2006, 9:45 pm;August 1, 2011, 8:51 pm;;;Persian||Chain||Berus||Modification
482;Tuonelan Joutsen;;6.0|4.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;December 9, 2006, 5:00 pm;August 1, 2011, 9:47 pm;;;Persian||Chain||Berus||Modification
483;Sampo;;6.0|5.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;March 26, 2005, 5:35 am;August 1, 2011, 9:33 pm;;;Persian||Chain||Berus||Modification
484;Gridiron;;3.0;;March 29, 2005, 3:36 pm;August 3, 2011, 3:23 pm;;;European||Sheet||Inverted||Modification
485;Gridlock Byzantine Sheet;;3.6;3.4;October 22, 2006, 11:35 pm;August 3, 2011, 3:24 pm;;;European||Sheet||Inverted||Variant
486;Captive Turkish Orbital;;6.6;;April 4, 2005, 2:12 am;August 16, 2011, 2:59 pm;;;European||Chain||Captive||Modification
487;Kappa;;5.0|4.7|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 30, 2008, 10:22 am;August 4, 2011, 9:50 pm;;;European||Unit||Inverted||Modification
